File Date,11/30/2017
NPA_ID,type_of_code,        ASSIGNABLE,EXPLANATION,RESERVED,ASSIGNED,ASSIGNMENT_DT,USE,LOCATION,COUNTRY,IN_SERVICE,IN_SERVICE_DT,STATUS,PLANNING_LETTERS,"NOTES",OVERLAY,OVERLAY_COMPLEX,PARENT_NPA_ID,SERVICE,TIME_ZONE,AREA_SERVED,MAP,IN_JEOPARDY,RELIEF_PLANNING_IN_PROGRESS,HOME_NPA_LOCAL_CALLS,HOME_NPA_TOLL_CALLS,FOREIGN_NPA_LOCAL_CALLS,FOREIGN_NPA_TOLL_CALLS,PERM_HNPA_LOCAL_CALLS,PERM_HNPA_TOLL_CALLS,PERM_HNPA_FOREIGN_LOCAL_CALLS,"DIALING_PLAN_NOTES"
328,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
329,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
330,General Purpose Code,Yes,,No,Yes,17-NOV-95,G,OH,US,Y,09-MAR-96,,213 IL95/11-008,"",Yes,234/330,216,,E,,213,No,No,10D,1+10D,10D,1+10D,1+10D,NA,NA,"Carriers must provide permissive 1+10D dialing for Foreign NPA Local Calls in areas where they provide optional EAS"
331,General Purpose Code,Yes,,No,Yes,23-JUL-99,G,IL,US,Y,07-OCT-07,,362 357 195,"",Yes,331/630,630,,C,,,No,No,1+10D,1+10D,1+10D,1+10D,NA,NA,NA,""
332,General Purpose Code,Yes,,No,Yes,24-NOV-15,G,NY,US,Y,10-JUN-17,,489,"",Yes,212/332/646/917,212,,E,,489,No,No,1+10D,1+10D,1+10D,1+10D,10D,NA,NA,""
333,Easily Recognizable Code,Yes,,No,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
334,General Purpose Code,Yes,,No,Yes,26-JAN-94,G,AL,US,Y,15-JAN-95,,254 IL94/01-033,"",No,,205,,C,,254,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
335,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
336,General Purpose Code,Yes,,No,Yes,10-DEC-97,G,NC,US,Y,15-DEC-97,,475 469 114 100,"",Yes,336/743,910,,E,,,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
337,General Purpose Code,Yes,,No,Yes,15-APR-99,G,LA,US,Y,11-OCT-99,,188,"",No,,318,,C,,,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
338,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
339,General Purpose Code,Yes,,No,Yes,03-MAY-00,G,MA,US,Y,02-MAY-01,,234,"",Yes,339/781,781,,E,,234,No,No,10D,1+10D,10D,1+10D,1+10D,1+10D,NA,""
340,General Purpose Code,Yes,,No,Yes,,G,USVI,US,Y,01-JUN-97,,056,"",No,,809,,A,,,No,No,7D,1+10D,NA,1+10D,NA,NA,NA,""
341,General Purpose Code,Yes,,Yes,No,,G,,US,N,,,,"",No,,,,,,,No,No,,,,,TBD,,,""
342,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
343,General Purpose Code,Yes,,No,Yes,10-SEP-08,G,ONTARIO,CANADA,Y,17-MAY-10,,386,"",Yes,343/613,613,,,,386,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
344,Easily Recognizable Code,Yes,,No,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
345,General Purpose Code,Yes,,No,Yes,,G,CAYMAN ISLANDS,CAYMAN ISLANDS,Y,01-SEP-96,,002,"",No,,809,,E,,,No,No,7D,1+10D,NA,1+10D,NA,NA,NA,""
346,General Purpose Code,Yes,,No,Yes,27-APR-13,G,TX,US,Y,01-JUL-14,,453,"",Yes,281/346/713/832,832,,C,,453,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
347,General Purpose Code,Yes,,No,Yes,19-FEB-99,G,NY,US,Y,01-OCT-99,,402 314 185,"",Yes,347/718/917/929,718,,E,,,No,No,1+10D,1+10D,1+10D,1+10D,10D,NA,NA,""
348,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
349,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
350,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,209,,,,,No,No,,,,,,,,""
351,General Purpose Code,Yes,,No,Yes,03-MAY-00,G,MA,US,Y,02-MAY-01,,234,"",Yes,351/978,978,,E,,234,No,No,10D,1+10D,10D,1+10D,1+10D,1+10D,NA,""
352,General Purpose Code,Yes,,No,Yes,,G,FL,US,Y,03-DEC-95,,IL95/09-008,"",No,,904,,E,,,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
353,General Purpose Code,Yes,,Yes,No,,G,,US,N,,,,"",No,,,,,,,No,No,,,,,,,,""
354,General Purpose Code,Yes,,Yes,No,,G,,CANADA,N,,,,"",No,,,,,,,No,No,,,,,,,,""
355,Easily Recognizable Code,Yes,,No,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
356,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
357,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
358,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
359,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
360,General Purpose Code,Yes,,No,Yes,21-JAN-94,G,WA,US,Y,15-JAN-95,,492 298 239 196,"",Yes,360/564,206,,P,,492,No,No,10D,1+10D,10D,1+10D,1+10D,NA,1+10D,""
361,General Purpose Code,Yes,,No,Yes,01-FEB-99,G,TX,US,Y,13-FEB-99,,154,"",No,,512,,C,,,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
362,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
363,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
364,General Purpose Code,Yes,,No,Yes,17-DEC-12,G,KY,US,Y,03-MAR-14,,449,"",Yes,270/364,270,,EC,,449,No,No,10D,1+10D,10D,1+10D,1+10D,NA,1+10D,""
365,General Purpose Code,Yes,,No,Yes,13-APR-10,G,ONTARIO,CANADA,Y,25-MAR-13,,448 440R1 420,"",Yes,289/365/905,905,,E,,243,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
366,Easily Recognizable Code,Yes,,No,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
367,General Purpose Code,Yes,,No,Yes,06-FEB-17,G,QUEBEC,CANADA,N,24-NOV-18,Active,504,"",Yes,418/581/367,581,,E,,504,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
368,General Purpose Code,Yes,,Yes,No,,G,,CANADA,N,,,,"",No,,,,,,,No,No,,,,,,,,""
369,General Purpose Code,Yes,,Yes,No,,G,,US,N,,,,"",No,,,,,,,No,No,TBD,TBD,TBD,TBD,TBD,TBD,TBD,""
370,General Purpose Code,No,Reserved by INC,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
371,General Purpose Code,No,Reserved by INC,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
372,General Purpose Code,No,Reserved by INC,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
373,General Purpose Code,No,Reserved by INC,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
374,General Purpose Code,No,Reserved by INC,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
375,General Purpose Code,No,Reserved by INC,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
376,General Purpose Code,No,Reserved by INC,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
377,Easily Recognizable Code,No,Reserved by INC,No,No,,,,,N,,,,"",,,,,,,,,No,,,,,,,,""
378,General Purpose Code,No,Reserved by INC,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
379,General Purpose Code,No,Reserved by INC,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
380,General Purpose Code,Yes,,No,Yes,20-JUN-01,G,OH,US,Y,27-FEB-16,,477 317 297 290,"",Yes,380/614,614,,E,,477,No,No,10D,1+10D,10D,1+10D,1+10D,NA,1+10D,"Carriers must provide permissive 1+10D dialing for Foreign NPA Local Calls in areas where they provide optional EAS"
381,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
382,General Purpose Code,Yes,,Yes,No,,G,,CANADA,N,,,,"",No,,,,,,,No,No,,,,,,,,""
383,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
384,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
385,General Purpose Code,Yes,,No,Yes,03-MAY-00,G,UT,US,Y,29-MAR-09,,366 363 337 326 308 248 231,"",Yes,385/801,801,,M,,231,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
386,General Purpose Code,Yes,,No,Yes,09-NOV-00,G,FL,US,Y,15-FEB-01,,260 252,"",No,,904,,E,,252,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
387,General Purpose Code,Yes,,Yes,No,,G,,CANADA,N,,,,"",No,,,,,,,No,No,,,,,,,,""
388,Easily Recognizable Code,Yes,,No,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
389,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
390,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
391,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
392,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
393,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
394,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
395,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
396,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
397,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
398,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
399,Easily Recognizable Code,No,Expansion Code,No,No,,,,,N,,,,"",,,,,,,,,No,,,,,,,,""
400,Easily Recognizable Code,Yes,,No,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
401,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,RI,US,Y,01-JAN-47,,,"",No,,,,E,,,No,No,7D,7D,1+10D,1+10D,NA,1+10D,NA,""
402,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,NE,US,Y,01-JAN-47,,410 397 393,"",Yes,402/531,,,C,,393,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
403,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,ALBERTA,CANADA,Y,01-JAN-47,,374 364 176 148 084,"",Yes,403/587/780,,,M,,,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
404,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,GA,US,Y,01-JAN-47,,,"",Yes,404/470/678,,,E,,,No,No,10D,1+10D,10D,1+10D,1+10D,NA,1+10D,""
405,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,OK,US,Y,01-JAN-47,Active,,"",No,,,,C,,,No,Yes,7D,1+10D,7D,1+10D,NA,NA,NA,""
406,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,MT,US,Y,01-JAN-47,,,"",No,,,,M,,,No,No,7D,1+10D,7D,1+10D,NA,NA,NA,""
407,General Purpose Code,Yes,,No,Yes,,G,FL,US,Y,16-APR-88,Suspended,325 323 168 IL87/03-033,"",Yes,407/689,305,,E,,323,No,Yes,10D,1+10D,10D,1+10D,NA,NA,NA,""
408,General Purpose Code,Yes,,No,Yes,01-JAN-59,G,CA,US,Y,01-JAN-59,,430 206 149,"",Yes,408/669,415,,P,,,No,No,1+10D,1+10D,1+10D,1+10D,NA,NA,NA,""
409,General Purpose Code,Yes,,No,Yes,01-NOV-82,G,TX,US,Y,01-NOV-82,,,"",No,,713,,C,,,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
410,General Purpose Code,Yes,,No,Yes,28-DEC-90,G,MD,US,Y,06-OCT-91,,427 299  IL96/06-008 IL90/12-049,"",Yes,410/443/667,301,,E,,IL96/06-008,No,No,10D,1+10D,10D,1+10D,1+10D,NA,1+10D,""
411,Easily Recognizable Code,No,N11 Code,No,No,,,,,N,,,,"",,,,,,,,,No,,,,,,,,""
412,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,PA,US,Y,01-JAN-47,,281 222 198,"",Yes,412/878,,,E,,,No,No,10D,10D,(see note),(see note),1+10D,NA,1+10D,"All calls within and between NPAs 412 and 724 and 878 can be dialed as 10D or 1+10D.  Calls to other NPAs must be dialed as 1+10D."
413,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,MA,US,Y,01-JAN-47,,,"",No,,,,E,,,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
414,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,WI,US,Y,01-JAN-47,Active,,"",No,,,,C,,,No,Yes,7D,1+10D,1+10D,1+10D,NA,NA,NA,""
415,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,CA,US,Y,01-JAN-47,,461 421 206 191,"",Yes,415/628,,,P,,461,No,No,1+10D,1+10D,1+10D,1+10D,NA,NA,NA,""
416,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,ONTARIO,CANADA,Y,01-JAN-47,,441 426 218,"",Yes,416/437/647,,,E,,218,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
417,General Purpose Code,Yes,,No,Yes,01-JAN-50,G,MO,US,Y,01-JAN-50,Active,,"",No,,,,C,,,No,Yes,7D,1+10D,10D,1+10D,NA,NA,NA,""
418,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,QUEBEC,CANADA,Y,01-JAN-47,,373R1 367,"",Yes,418/581/367,,,E,,,No,Yes,10D,1+10D,10D,1+10D,NA,NA,NA,""
419,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,OH,US,Y,01-JAN-47,,249,"",Yes,419/567,,,E,,249,No,No,10D,1+10D,10D,1+10D,1+10D,NA,NA,"Carriers must provide permissive 1+10D dialing for Foreign NPA Local Calls in areas where they provide optional EAS"
420,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
421,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
422,Easily Recognizable Code,Yes,,No,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
423,General Purpose Code,Yes,,No,Yes,22-NOV-94,G,TN,US,Y,11-SEP-95,,IL94/11-018,"",No,,615,,EC,,,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
424,General Purpose Code,Yes,,No,Yes,26-MAY-98,G,CA,US,Y,26-AUG-06,,347 250 125,"",Yes,310/424,310,,P,,347,No,No,1+10D,1+10D,1+10D,1+10D,NA,NA,NA,""
425,General Purpose Code,Yes,,No,Yes,31-OCT-96,G,WA,US,Y,27-APR-97,,492 298 239 019,"",No,,206,,P,,,No,No,10D,1+10D,10D,1+10D,10D,NA,1+10D,""
426,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
427,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
428,General Purpose Code,Yes,,Yes,No,,G,,CANADA,N,,,,"",No,,,,,,,No,No,,,,,,,,""
429,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
430,General Purpose Code,Yes,,No,Yes,24-DEC-01,G,TX,US,Y,15-FEB-03,,313,"",Yes,430/903,903,,C,,313,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
431,General Purpose Code,Yes,,No,Yes,28-JUL-10,G,MANITOBA,CANADA,Y,03-NOV-12,Active,435 433 419,"",Yes,204/431,204,,,,435,No,Yes,10D,1+10D,10D,1+10D,NA,NA,NA,""
432,General Purpose Code,Yes,,No,Yes,13-MAR-02,G,TX,US,Y,05-APR-03,,322,"",No,,915,,C,,322,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
433,Easily Recognizable Code,Yes,,No,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
434,General Purpose Code,Yes,,No,Yes,14-DEC-00,G,VA,US,Y,01-JUN-01,,257,"",No,,804,,E,,257,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
435,General Purpose Code,Yes,,No,Yes,30-MAY-97,G,UT,US,Y,21-SEP-97,,126 065,"",No,,801,,M,,,No,No,7D,1+10D,7D,1+10D,NA,NA,NA,""
436,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
437,General Purpose Code,Yes,,No,Yes,25-JUL-11,G,ONTARIO,CANADA,Y,25-MAR-13,,447 441 426,"",Yes,416/437/647,647,,E,,441,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
438,General Purpose Code,Yes,,No,Yes,18-JAN-01,G,QUEBEC,CANADA,Y,04-NOV-06,,349 341 333 315,"",Yes,438/514,514,,E,,341 333,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
439,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
440,General Purpose Code,Yes,,No,Yes,12-MAR-97,G,OH,US,Y,16-AUG-97,Active,045,"",No,,216,,E,,,No,Yes,7D,1+10D,10D,1+10D,NA,NA,NA,"Carriers must provide permissive 1+10D dialing for Foreign NPA Local Calls in areas where they provide optional EAS"
441,General Purpose Code,Yes,,No,Yes,,G,BERMUDA,BERMUDA,Y,01-OCT-95,,IL94/11-016,"",No,,809,,A,,,No,No,7D,1+10D,NA,1+10D,NA,NA,NA,""
442,General Purpose Code,Yes,,No,Yes,22-JUL-99,G,CA,US,Y,21-NOV-09,,381 377 238 194 160,"",Yes,442/760,760,,P,,377 381,No,No,1+10D,1+10D,1+10D,1+10D,NA,NA,NA,""
443,General Purpose Code,Yes,,No,Yes,21-JUN-96,G,MD,US,Y,01-JUN-97,,427 299 266 IL96/06-008,"",Yes,410/443/667,410,,E,,IL96/06-008,No,No,10D,1+10D,10D,1+10D,1+10D,NA,1+10D,""
444,Easily Recognizable Code,Yes,,No,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
445,General Purpose Code,Yes,,No,Yes,10-NOV-16,G,PA,US,N,08-MAR-18,Active,499 332 274 267 237,"",Yes,215/267/445,267,,E,,499,No,No,10D,10D,1+10D,1+10D,1+10D,1+10D,NA,""
446,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
447,General Purpose Code,Yes,,No,Yes,17-AUG-06,G,IL,US,N,,Active,,"",Yes,217/447,217,,C,,,No,Yes,1+10D,1+10D,1+10D,1+10D,NA,NA,NA,""
448,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
449,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
450,General Purpose Code,Yes,,No,Yes,,G,QUEBEC,CANADA,Y,13-JUN-98,,401 395 076,"",Yes,450/579,514,,E,,,No,No,10D,1+10D,1+10D,1+10D,NA,NA,NA,""
451,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
452,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
453,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
454,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
455,Easily Recognizable Code,Yes,,No,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
456,General Purpose Code,No,Avail. in Nov. 2022,No,No,,,,,N,,,,"",,,,Inbound International,NA,,,,No,NA,NA,NA,NA,NA,NA,NA,""
457,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
458,General Purpose Code,Yes,,No,Yes,21-OCT-08,G,OR,US,Y,10-FEB-10,,383,"",Yes,458/541,541,,MP,,383,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
459,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
460,General Purpose Code,Yes,,Yes,No,,G,,CANADA,N,,,,"",No,,,,,,,No,No,,,,,,,,""
461,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
462,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
463,General Purpose Code,Yes,,No,Yes,08-APR-15,G,IN,US,Y,15-NOV-16,,496 482,"",Yes,317/463,317,,E,,496,No,No,10D,1+10D,10D,1+10D,1+10D,NA,1+10D,""
464,General Purpose Code,Yes,,No,Yes,23-JUL-99,G,IL,US,N,,,195,"",Yes,464/708,708,,C,,,No,No,1+10D,1+10D,1+10D,1+10D,NA,NA,NA,""
465,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
466,Easily Recognizable Code,Yes,,No,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
467,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
468,General Purpose Code,Yes,,Yes,No,,G,,CANADA,N,,,,"",No,,,,,,,No,No,,,,,,,,""
469,General Purpose Code,Yes,,No,Yes,15-OCT-98,G,TX,US,Y,01-JUL-99,,161 142,"",Yes,214/469/972,214,,C,,,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
470,General Purpose Code,Yes,,No,Yes,13-FEB-01,G,GA,US,Y,26-FEB-10,,269,"",Yes,404/470/678/770,678,,E,,269,No,No,10D,1+10D,10D,1+10D,1+10D,NA,1+10D,""
471,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
472,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
473,General Purpose Code,Yes,,No,Yes,,G,GRENADA,GRENADA,Y,31-OCT-97,,024,"",No,,809,,A,,,No,No,7D,1+10D,NA,1+10D,NA,NA,NA,""
474,General Purpose Code,Yes,,Yes,No,,G,,CANADA,N,,,,"",No,,,,,,,No,No,,,,,,,,""
475,General Purpose Code,Yes,,No,Yes,04-OCT-99,G,CT,US,Y,12-DEC-09,,388 255 217,"",Yes,203/475,203,,E,,217,No,No,10D,1+10D,10D,1+10D,1+10D,NA,1+10D,""
476,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
477,Easily Recognizable Code,Yes,,No,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
478,General Purpose Code,Yes,,No,Yes,01-OCT-99,G,GA,US,Y,01-AUG-00,,288 235 202,"",No,,912,,E,,,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
479,General Purpose Code,Yes,,No,Yes,10-JUL-01,G,AR,US,Y,19-JAN-02,,310 302 295,"",No,,501,,C,,302,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
480,General Purpose Code,Yes,,No,Yes,11-JAN-99,G,AZ,US,Y,01-MAR-99,,216 181 153,"",No,,602,,M,,,No,No,7D,1+10D,10D,1+10D,10D,NA,NA,""
481,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
482,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
483,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
484,General Purpose Code,Yes,,No,Yes,31-JUL-98,G,PA,US,Y,05-JUN-99,,344 237 199 135,"",Yes,484/610,610,,E,,,No,No,10D,10D,NA,1+10D,1+10D,NA,1+10D,"All calls within and between the 215 and 267 and 484 and 610 NPAs can be dialed as 10D or 1+10D.  Calls to other NPAs must be dialed as 1+10D."
485,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
486,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
487,General Purpose Code,Yes,,Yes,No,,G,,CANADA,N,,,,"",No,,,,,,,No,No,,,,,,,,""
488,Easily Recognizable Code,Yes,,No,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
489,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
490,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
491,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
492,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
493,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
494,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
495,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
496,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
497,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
498,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
499,Easily Recognizable Code,No,Expansion Code,No,No,,,,,N,,,,"",,,,,,,,,No,,,,,,,,""
500,Easily Recognizable Code,Yes,,No,Yes,19-MAY-94,N,NANP AREA,,Y,19-MAY-94,,432 424 416 411 406 399 394 382 379 372 IL-94/05-005,"Non-geographic services",No,500/533/544/566/577/588/522/521,,Non-Geographic Services,E,,,No,No,NA,NA,NA,NA,NA,NA,NA,""
501,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,AR,US,Y,01-JAN-47,,310 302 295 33,"",No,,,,C,,302,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
502,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,KY,US,Y,01-JAN-47,,,"",No,,,,E,,,No,No,7D,1+10D,7D,1+10D,NA,NA,NA,""
503,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,OR,US,Y,01-JAN-47,,3590203 182,"",Yes,503/971,,,P,,359,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
504,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,LA,US,Y,01-JAN-47,,301 242,"",No,,,,C,,242,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
