File Date,11/30/2017
NPA_ID,type_of_code,        ASSIGNABLE,EXPLANATION,RESERVED,ASSIGNED,ASSIGNMENT_DT,USE,LOCATION,COUNTRY,IN_SERVICE,IN_SERVICE_DT,STATUS,PLANNING_LETTERS,"NOTES",OVERLAY,OVERLAY_COMPLEX,PARENT_NPA_ID,SERVICE,TIME_ZONE,AREA_SERVED,MAP,IN_JEOPARDY,RELIEF_PLANNING_IN_PROGRESS,HOME_NPA_LOCAL_CALLS,HOME_NPA_TOLL_CALLS,FOREIGN_NPA_LOCAL_CALLS,FOREIGN_NPA_TOLL_CALLS,PERM_HNPA_LOCAL_CALLS,PERM_HNPA_TOLL_CALLS,PERM_HNPA_FOREIGN_LOCAL_CALLS,"DIALING_PLAN_NOTES"
505,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,NM,US,Y,01-JAN-47,,380 358 328 312 292,"",No,,,,M,,358,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
506,General Purpose Code,Yes,,No,Yes,01-JAN-55,G,NEW BRUNSWICK,CANADA,Y,01-JAN-55,,,"",No,,,,A,,,No,No,7D,1+10D,NA,1+10D,NA,NA,NA,""
507,General Purpose Code,Yes,,No,Yes,01-JAN-54,G,MN,US,Y,01-JAN-54,,,"",No,,,,C,,,No,No,7D,1+10D,7D,1+10D,NA,NA,NA,""
508,General Purpose Code,Yes,,No,Yes,02-JUL-87,G,MA,US,Y,16-JUL-88,,234 122 IL87/07-003,"",Yes,508/774,617,,E,,234,No,No,10D,1+10D,10D,1+10D,1+10D,1+10D,NA,""
509,General Purpose Code,Yes,,No,Yes,01-JAN-57,G,WA,US,Y,01-JAN-57,,,"",No,,,,P,,,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
510,General Purpose Code,Yes,,No,Yes,25-APR-90,G,CA,US,Y,02-SEP-91,Active,413 206 190 IL90/06-023,"",No,,415,,P,,,No,Yes,7D,7D,1+10D,1+10D,1+10D,1+10D,NA,""
511,Easily Recognizable Code,No,N11 Code,No,No,,,,,N,,,,"",,,,,,,,,No,,,,,,,,""
512,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,TX,US,Y,01-JAN-47,Active,438 233 158 IL92/03-068,"",Yes,512/737,,,C,,,No,Yes,10D,1+10D,10D,1+10D,NA,NA,NA,""
513,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,OH,US,Y,01-JAN-47,,316 286 272 264,"",Yes,283/513,,,E,,286,No,No,7D,1+10D,10D,1+10D,10D 1+10D,NA,NA,"Carriers must provide permissive 1+10D dialing for Foreign NPA Local Calls in areas where they provide optional EAS"
514,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,QUEBEC,CANADA,Y,01-JAN-47,,349 341 333 315,"",Yes,438/514,,,E,,349,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,"Dialing plan changes on 6/4/05 to introduce permissive 10D dialing in preparation for 438 overlay."
515,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,IA,US,Y,01-JAN-47,,228,"",No,,,,C,,,No,No,7D,1+10D,10D,1+10D,10D,NA,NA,""
516,General Purpose Code,Yes,,No,Yes,01-JAN-51,G,NY,US,Y,01-JAN-51,Active,300 184,"",No,,,,E,,,No,Yes,7D,7D,1+10D,1+10D,NA,NA,NA,""
517,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,MI,US,Y,01-JAN-47,,251 244 226 212,"",No,,,,E,,212,No,No,7D,1+10D,10D,1+10D,10D,NA,NA,""
518,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,NY,US,Y,01-JAN-47,,497,"",Yes,518/838,,,E,,497,No,No,10D,10D,1+10D,1+10D,1+10D,1+10D,NA,""
519,General Purpose Code,Yes,,No,Yes,01-JAN-53,G,ONTARIO,CANADA,Y,01-JAN-53,,350 343 342,"",Yes,226/519/548,,,E,,350,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
520,General Purpose Code,Yes,,No,Yes,21-JAN-94,G,AZ,US,Y,19-MAR-95,,IL94-01-030,"",No,,602,,M,,,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
521,General Purpose Code,Yes,,Yes,No,21-SEP-17,N,NANP AREA,,Y,21-SEP-17,,511  505,"Non-Geographic Services",No,500/533/544/566/577/588/522/521,500,Non-Geographic Services,E,,,No,No,NA,NA,NA,NA,NA,NA,NA,""
522,Easily Recognizable Code,Yes,,No,Yes,01-AUG-16,N,NANP AREA,,Y,01-AUG-16,,493  491,"Non-Geographic Services",No,500/533/544/566/577/588/522/521,588,Non-Geographic Services,E,,,No,No,NA,NA,NA,NA,NA,NA,NA,""
523,General Purpose Code,Yes,,Yes,No,,N,NANP AREA,,N,,,,"",No,,,Non-Geographic Services,,,,No,No,,,,,,,,""
524,General Purpose Code,Yes,,Yes,No,,N,NANP AREA,,N,,,,"",No,,,Non-Geographic Services,,,,No,No,,,,,,,,""
525,General Purpose Code,Yes,,Yes,No,,N,NANP AREA,,N,,,,"",No,,,Non-Geographic Services,,,,No,No,,,,,,,,""
526,General Purpose Code,Yes,,Yes,No,,N,NANP AREA,,N,,,,"",No,,,Non-Geographic Services,,,,No,No,,,,,,,,""
527,General Purpose Code,Yes,,Yes,No,,N,NANP AREA,,N,,,,"",No,,,Non-Geographic Services,,,,No,No,,,,,,,,""
528,General Purpose Code,Yes,,Yes,No,,N,NANP AREA,,N,,,,"",No,,,Non-Geographic Services,,,,No,No,,,,,,,,""
529,General Purpose Code,Yes,,Yes,No,,N,NANP AREA,,N,,,,"",No,,,Non-Geographic Services,,,,No,No,,,,,,,,""
530,General Purpose Code,Yes,,No,Yes,23-JUN-97,G,CA,US,Y,01-NOV-97,,108 072,"",No,,916,,P,,,No,No,7D,7D,1+10D,1+10D,1+10D,1+10D,NA,""
531,General Purpose Code,Yes,,No,Yes,01-JUL-09,G,NE,US,Y,26-MAR-11,,410 397 393,"",Yes,402/531,402,,C,,393,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
532,General Purpose Code,Yes,,Yes,No,,N,NANP AREA,,N,,,,"",No,,,Non-Geographic Services,,,,No,No,,,,,,,,""
533,Easily Recognizable Code,Yes,,No,Yes,03-JAN-08,N,NANP AREA,,Y,26-SEP-09,,432 424 416 411 406 399 394 382 379 372,"Non-geographic services",No,500/533/544/566/577/588/522/521,500,Non-Geographic Services,E,,,No,No,NA,NA,NA,NA,NA,NA,NA,""
534,General Purpose Code,Yes,,No,Yes,06-NOV-08,G,WI,US,Y,14-AUG-10,,384,"",Yes,534/715,715,,C,,384,No,No,10D,1+10D,10D,1+10D,1+10D,NA,1+10D,""
535,General Purpose Code,Yes,,Yes,No,,N,NANP AREA,,N,,,,"",No,,,Non-Geographic Services,,,,No,No,,,,,,,,""
536,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
537,General Purpose Code,Yes,,Yes,No,,G,,CANADA,N,,,,"",No,,,,,,,No,No,,,,,,,,""
538,General Purpose Code,Yes,,Yes,No,,N,NANP AREA,,N,,,,"",No,,,Non-Geographic Services,,,,No,No,,,,,,,,""
539,General Purpose Code,Yes,,No,Yes,04-JAN-10,G,OK,US,Y,01-APR-11,,403,"",Yes,539/918,918,,C,,403,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
540,General Purpose Code,Yes,,No,Yes,09-AUG-94,G,VA,US,Y,15-JUL-95,Active,319 285 275 207 IL94/08-005 IL95/04-007,"",No,,703,,E,,275,No,Yes,7D,1+10D,10D,1+10D,NA,NA,NA,""
541,General Purpose Code,Yes,,No,Yes,19-MAY-95,G,OR,US,Y,05-NOV-95,,383 IL95/05-007,"",Yes,458/541,503,,MP,,,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
542,General Purpose Code,Yes,,Yes,No,,N,NANP AREA,,N,,,,"",No,,,Non-Geographic Services,,,,No,No,,,,,,,,""
543,General Purpose Code,Yes,,Yes,No,,N,NANP AREA,,N,,,,"",No,,,Non-Geographic Services,,,,No,No,,,,,,,,""
544,Easily Recognizable Code,Yes,,No,Yes,30-JUN-10,N,NANP AREA,,Y,15-DEC-10,,432 424 416 411 406,"Non-geographic services",No,500/533/544/566/577/588/522/521,500,Non-Geographic Services,E,,,No,No,NA,NA,NA,NA,NA,NA,NA,""
545,General Purpose Code,Yes,,Yes,No,,N,NANP AREA,,N,,,,"",No,,,Non-Geographic Services,,,,No,No,,,,,,,,""
546,General Purpose Code,Yes,,Yes,No,,N,NANP AREA,,N,,,,"",No,,,Non-Geographic Services,,,,No,No,,,,,,,,""
547,General Purpose Code,Yes,,Yes,No,,N,NANP AREA,,N,,,,"",No,,,Non-Geographic Services,,,,No,No,,,,,,,,""
548,General Purpose Code,Yes,,No,Yes,31-OCT-13,G,ONTARIO,CANADA,Y,04-JUN-16,,472 467,"",Yes,226/519/548,226,,E,,472,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
549,General Purpose Code,Yes,,Yes,No,,N,NANP AREA,,N,,,,"",No,,,Non-Geographic Services,,,,No,No,,,,,,,,""
550,General Purpose Code,Yes,,Yes,No,,N,NANP AREA,,N,,,,"",No,,,Non-Geographic Services,,,,No,No,,,,,,,,""
551,General Purpose Code,Yes,,No,Yes,02-APR-01,G,NJ,US,Y,29-DEC-01,,277,"",Yes,201/551,201,,E,,277,No,No,10D,10D,1+10D,1+10D,1+10D,NA,NA,"Calls between the 551 and 201 NPAs may be dialed as 10D."
552,General Purpose Code,Yes,,Yes,No,,N,NANP AREA,,N,,,,"",No,,,Non-Geographic Services,,,,No,No,,,,,,,,""
553,General Purpose Code,Yes,,Yes,No,,N,NANP AREA,,N,,,,"",No,,,Non-Geographic Services,,,,No,No,,,,,,,,""
554,General Purpose Code,Yes,,Yes,No,,N,NANP AREA,,N,,,,"",No,,,Non-Geographic Services,,,,No,No,,,,,,,,""
555,Easily Recognizable Code,No,Directory Assistance,No,No,,,,,N,,,,"",,,,,,,,,No,,,,,,,,""
556,General Purpose Code,Yes,,Yes,No,,N,NANP AREA,,N,,,,"",No,,,Non-Geographic Services,,,,No,No,,,,,,,,""
557,General Purpose Code,Yes,,No,Yes,30-OCT-00,G,MO,US,N,,Suspended,303 279 261,"",Yes,314/557,314,,C,,261,No,Yes,10D,1+10D,10D,1+10D,NA,NA,NA,""
558,General Purpose Code,Yes,,Yes,No,,N,NANP AREA,,N,,,,"Non-Geographic Services",No,,,,,,,No,No,,,,,,,,""
559,General Purpose Code,Yes,,No,Yes,06-NOV-97,G,CA,US,Y,14-NOV-98,,098,"",No,,209,,P,,,No,No,7D,7D,1+10D,1+10D,1+10D,1+10D,NA,""
560,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
561,General Purpose Code,Yes,,No,Yes,08-FEB-96,G,FL,US,Y,13-MAY-96,,311 171 IL96/02-004,"",No,,407,,E,,311,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,"See Planning Letter 291 for local dialing into the 954-754 NPAs."
562,General Purpose Code,Yes,,No,Yes,28-DEC-94,G,CA,US,Y,25-JAN-97,,IL94/12-008 IL96/01-012,"",No,,310,,P,,,No,No,7D,7D,1+10D,1+10D,1+10D,1+10D,NA,""
563,General Purpose Code,Yes,,No,Yes,20-NOV-00,G,IA,US,Y,25-MAR-01,,253,"",No,,319,,C,,253,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
564,General Purpose Code,Yes,,No,Yes,20-SEP-99,G,WA,US,Y,28-AUG-17,,492 298 239 196,"",Yes,360/564,360,,P,,492,No,No,10D,1+10D,10D,1+10D,1+10D,NA,1+10D,""
565,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
566,Easily Recognizable Code,Yes,,No,Yes,05-AUG-11,N,NANP AREA,,Y,17-APR-12,,466 464 436 432 424,"Non-geographic services",No,500/533/544/566/577/588/522/521,500,Non-Geographic Services,E,,,No,No,NA,NA,NA,NA,NA,NA,NA,""
567,General Purpose Code,Yes,,No,Yes,14-JUL-00,G,OH,US,Y,01-JAN-02,,249,"",Yes,419/567,419,,E,,249,No,No,10D,1+10D,10D,1+10D,1+10D,NA,NA,"Carriers must provide permissive 1+10D dialing for Foreign NPA Local Calls in areas where they provide optional EAS"
568,General Purpose Code,Yes,,Yes,No,,G,,CANADA,N,,,,"",No,,,,,,,No,No,,,,,,,,""
569,General Purpose Code,Yes,,Yes,No,,N,NANP AREA,,N,,,,"",No,,,Non-Geographic Services,,,,No,No,,,,,,,,""
570,General Purpose Code,Yes,,No,Yes,31-JUL-98,G,PA,US,Y,05-DEC-98,,451 444 409 136,"",Yes,272/570,717,,E,,451,No,No,10D,10D,1+10D,1+10D,1+10D,1+10D,NA,""
571,General Purpose Code,Yes,,No,Yes,01-JUN-99,G,VA,US,Y,01-MAR-00,,177,"",Yes,571/703,703,,E,,,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
572,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
573,General Purpose Code,Yes,,No,Yes,31-AUG-95,G,MO,US,Y,07-JAN-96,,IL95/08-015,"",No,,314,,C,,,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
574,General Purpose Code,Yes,,No,Yes,20-JUN-01,G,IN,US,Y,15-JAN-02,,309 296,"",No,,219,,EC,,309,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
575,General Purpose Code,Yes,,No,Yes,09-NOV-06,G,NM,US,Y,07-OCT-07,,380 358 328 312 292,"",No,,505,,M,,358,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
576,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
577,Easily Recognizable Code,Yes,,No,Yes,27-MAR-14,N,NANP AREA,,Y,27-MAR-14,,466 458,"Non-geographic services",No,500/533/544/566/577/588/522/521,500,Non-Geographic Services,E,,,No,No,NA,NA,NA,NA,NA,NA,NA,""
578,General Purpose Code,Yes,,Yes,No,,N,NANP AREA,,N,,,,"",No,,,Non-Geographic Services,,,,No,No,,,,,,,,""
579,General Purpose Code,Yes,,No,Yes,04-AUG-09,G,QUEBEC,CANADA,Y,21-AUG-10,,401 395,"",Yes,450/579,450,,E,,,No,No,10D,1+10D,1+10D,1+10D,NA,NA,NA,""
580,General Purpose Code,Yes,,No,Yes,11-SEP-97,G,OK,US,Y,01-NOV-97,Active,085,"",No,,405,,C,,,No,Yes,7D,1+10D,7D,1+10D,NA,NA,NA,""
581,General Purpose Code,Yes,,No,Yes,06-FEB-17,G,QUEBEC,CANADA,Y,19-SEP-08,,PL-373R1,"",Yes,418/581/367,418,,E,,PL-373R1,No,Yes,10D,1+10D,10D,1+10D,NA,NA,NA,""
582,General Purpose Code,Yes,,Yes,No,,G,,US,N,,,,"",No,,,,,,,No,No,NA,NA,NA,NA,NA,NA,NA,""
583,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
584,General Purpose Code,Yes,,Yes,No,,G,,CANADA,N,,,,"",No,,,,,,,No,No,,,,,,,,""
585,General Purpose Code,Yes,,No,Yes,23-MAR-01,G,NY,US,Y,15-NOV-01,,278 270,"",No,,716,,E,,270,No,No,7D,7D,1+10D,1+10D,NA,NA,NA,""
586,General Purpose Code,Yes,,No,Yes,08-JUL-99,G,MI,US,Y,22-SEP-01,,282 273 265 221 192,"",No,,810,,E,,265,No,No,7D,1+10D,10D,1+10D,10D,NA,NA,""
587,General Purpose Code,Yes,,No,Yes,14-JUN-07,G,ALBERTA,CANADA,Y,19-SEP-08,,374 369 364,"",Yes,403/587/780,780,,M,,,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
588,Easily Recognizable Code,Yes,,No,Yes,09-SEP-15,N,NANP AREA,,Y,09-SEP-15,,487 486 479,"Non-Geographic Services",No,500/533/544/566/577/588/522/521,500,Non-Geographic Services,E,,,No,No,NA,NA,NA,NA,NA,NA,NA,""
589,General Purpose Code,Yes,,Yes,No,,N,,,N,,,,"",No,,,Non-Geographic Services,,,,No,No,,,,,,,,""
590,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
591,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
592,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
593,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
594,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
595,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
596,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
597,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
598,General Purpose Code,No,Expansion Code,No,No,,,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
599,Easily Recognizable Code,No,Expansion Code,No,No,,,,,N,,,,"",,,,,,,,,No,,,,,,,,""
600,Easily Recognizable Code,Yes,,No,Yes,15-APR-93,N,,CANADA,Y,01-OCT-93,,IL-93/04-026,"Canadian Non-Geographic Tariffed Services",No,,,Canadian Non-Geographic Tariffed Services,E,,,No,No,NA,NA,NA,NA,NA,NA,NA,""
601,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,MS,US,Y,01-JAN-47,,,"",Yes,601/769,,,C,,,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
602,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,AZ,US,Y,01-JAN-47,,216 181 153 IL94/01-030,"",No,,,,M,,,No,No,7D,1+10D,10D,1+10D,10D,NA,NA,""
603,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,NH,US,Y,01-JAN-47,Active,163,"",No,,,,E,,,No,Yes,7D,7D,1+10D,1+10D,NA,1+10D,NA,""
604,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,BRITISH COLUMBIA,CANADA,Y,01-JAN-47,,450 428 361 246,"",Yes,604/778,,,P,,246,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
605,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,SD,US,Y,01-JAN-47,,,"",No,,,,CM,,,No,No,7D,1+10D,7D,1+10D,NA,NA,NA,""
606,General Purpose Code,Yes,,No,Yes,01-JAN-55,G,KY,US,Y,01-JAN-55,,205,"",No,,,,EC,,,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,"Some cross-boundary 7D local dialing exists"
607,General Purpose Code,Yes,,No,Yes,01-JAN-54,G,NY,US,Y,01-JAN-54,,,"",No,,,,E,,,No,No,7D,7D,1+10D,1+10D,NA,NA,NA,""
608,General Purpose Code,Yes,,No,Yes,01-JAN-55,G,WI,US,Y,01-JAN-55,,,"",No,,,,C,,,No,No,7D,1+10D,1+10D,1+10D,NA,NA,NA,""
609,General Purpose Code,Yes,,No,Yes,01-JAN-57,G,NJ,US,Y,01-JAN-57,Active,508,"",Yes,609/640,201,,E,,508,No,Yes,7D,7D,1+10D,1+10D,1+10D,1+10D,1+10D,""
610,General Purpose Code,Yes,,No,Yes,05-JAN-93,G,PA,US,Y,08-JAN-94,,IL93/01-001,"",Yes,484/610,215,,E,,237,No,No,10D,10D,NA,1+10D,1+10D,NA,1+10D,"All calls within and between the 215 and 267 and 484 and 610 NPAs can be dialed as 10D or 1+10D.  Calls to other NPAs must be dialed as 1+10D."
611,Easily Recognizable Code,No,N11 Code,No,No,,,,,N,,,,"",,,,,,,,,No,,,,,,,,""
612,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,MN,US,Y,01-JAN-47,,200,"",No,,,,C,,,No,No,7D,1+10D,10D,1+10D,1+10D,NA,1+10D,""
613,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,ONTARIO,CANADA,Y,01-JAN-47,,386 355,"",Yes,343/613,,,E,,,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
614,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,OH,US,Y,01-JAN-47,,477 317 297 290,"",Yes,614/380,,,E,,477,No,No,10D,1+10D,10D,1+10D,1+10D,NA,1+10D,"Carriers must provide permissive 1+10D dialing for Foreign NPA Local Calls in areas where they provide optional EAS"
615,General Purpose Code,Yes,,No,Yes,01-JAN-54,G,TN,US,Y,01-JAN-54,,459 081,"",Yes,615/629,,,C,,459,No,No,10D,1+10D,10D,1+10D,1+10D,NA,1+10D,""
616,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,MI,US,Y,01-JAN-47,,324 294,"",No,,,,E,,294,No,No,7D,1+10D,10D,1+10D,10D,NA,NA,""
617,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,MA,US,Y,01-JAN-47,,234 122,"",Yes,617/857,,,E,,234,No,No,10D,1+10D,10D,1+10D,1+10D,1+10D,NA,""
618,General Purpose Code,Yes,,No,Yes,01-JAN-47,G,IL,US,Y,01-JAN-47,Active,,"",Yes,618/730,,,C,,,Yes,Yes,7D,1+10D,1+10D,1+10D,NA,NA,NA,""
619,General Purpose Code,Yes,,No,Yes,01-JAN-82,G,CA,US,Y,01-JAN-82,Active,507 421 230 128,"",No,,714,,P,,507,No,Yes,7D,7D,1+10D,1+10D,1+10D,1+10D,NA,""
620,General Purpose Code,Yes,,No,Yes,14-SEP-00,G,KS,US,Y,03-FEB-01,,245,"",No,,316,,CM,,245,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
621,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
622,Easily Recognizable Code,Yes,,No,Yes,23-FEB-15,N,CANADA,CANADA,Y,23-MAR-15,,484  478,"Canadian Non-Geographic Services",No,,,Canadian Non-Geographic Services,E,,,No,No,NA,NA,NA,NA,NA,NA,NA,""
623,General Purpose Code,Yes,,No,Yes,11-JAN-99,G,AZ,US,Y,01-MAR-99,,216 181 153,"",No,,602,,M,,,No,No,7D,1+10D,10D,1+10D,10D,NA,NA,""
624,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
625,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
626,General Purpose Code,Yes,,No,Yes,02-JAN-97,G,CA,US,Y,14-JUN-97,,028,"",No,,818,,P,,,No,No,7D,7D,1+10D,1+10D,1+10D,1+10D,NA,""
627,General Purpose Code,Yes,,Yes,No,,G,,US,N,,,,"",No,,,,,,,No,No,TBD,TBD,TBD,TBD,TBD,TBD,TBD,""
628,General Purpose Code,Yes,,No,Yes,19-DEC-13,G,CA,US,Y,21-MAR-15,,461,"",Yes,415/628,415,,P,,461,No,No,1+10D,1+10D,1+10D,1+10D,NA,NA,NA,""
629,General Purpose Code,Yes,,No,Yes,23-OCT-13,G,TN,US,Y,28-MAR-15,,459,"",Yes,615/629,615,,C,,459,No,No,10D,1+10D,10D,1+10D,1+10D,NA,1+10D,""
630,General Purpose Code,Yes,,No,Yes,09-AUG-94,G,IL,US,Y,03-AUG-96,,362 357 195 IL95/07-015,"",Yes,331/630,708,,C,,,No,No,1+10D,1+10D,1+10D,1+10D,NA,NA,NA,""
631,General Purpose Code,Yes,,No,Yes,05-MAY-99,G,NY,US,Y,01-NOV-99,,476R1  300 184,"",Yes,631/934,516,,E,,184,No,No,10D,10D,1+10D,1+10D,1+10D,1+10D,NA,""
632,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
633,Easily Recognizable Code,Yes,,Yes,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
634,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
635,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
636,General Purpose Code,Yes,,No,Yes,15-APR-99,G,MO,US,Y,22-MAY-99,,165,"",No,,314,,C,,,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
637,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
638,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
639,General Purpose Code,Yes,,No,Yes,26-AUG-11,G,SASKATCHEWAN,CANADA,Y,25-MAY-13,,446 439 431,"",Yes,306/639,306,,C,,431,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
640,General Purpose Code,Yes,,No,Yes,21-APR-17,G,NJ,US,N,17-SEP-18,Active,508,"",Yes,609/640,609,,E,,508,No,Yes,10D,10D,1+10D,1+10D,1+10D,1+10D,NA,""
641,General Purpose Code,Yes,,No,Yes,25-FEB-00,G,IA,US,Y,09-JUL-00,,228,"",No,,515,,C,,228,No,No,7D,1+10D,10D,1+10D,NA,NA,NA,""
642,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
643,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
644,Easily Recognizable Code,Yes,,Yes,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
645,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
646,General Purpose Code,Yes,,No,Yes,07-MAY-99,G,NY,US,Y,01-JUL-99,Active,489 314 175,"",Yes,212/332/646/917,212,,E,,489,No,Yes,1+10D,1+10D,1+10D,1+10D,10D,NA,NA,""
647,General Purpose Code,Yes,,No,Yes,14-DEC-99,G,ONTARIO,CANADA,Y,05-MAR-01,,441 426 218,"",Yes,416/437/647,416,,E,,218,No,No,10D,1+10D,10D,1+10D,NA,NA,NA,""
648,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
649,General Purpose Code,Yes,,No,Yes,,G,TURKS & CAICOS ISLANDS,TURKS & CAICOS ISLANDS,Y,01-JUN-97,,029,"",No,,809,,E,,,No,No,7D,1+10D,NA,1+10D,NA,NA,NA,""
650,General Purpose Code,Yes,,No,Yes,22-NOV-96,G,CA,US,Y,02-AUG-97,,421 206 193 129 071 022,"",No,,415,,P,,,No,No,7D,7D,1+10D,1+10D,1+10D,1+10D,NA,""
651,General Purpose Code,Yes,,No,Yes,21-APR-98,G,MN,US,Y,12-JUL-98,,120,"",No,,612,,C,,,No,No,7D,1+10D,10D,1+10D,1+10D,NA,1+10D,""
652,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
653,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
654,General Purpose Code,Yes,,No,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
655,Easily Recognizable Code,Yes,,Yes,No,,N,,,N,,,,"",,,,,,,,,No,,,,,,,,""
656,General Purpose Code,Yes,,Yes,No,,G,,,N,,,,"",No,,,,,,,No,No,,,,,,,,""
657,General Purpose Code,Yes,,No,Yes,01-APR-99,G,CA,US,Y,23-SEP-08,,368 206 169,"",Yes,657/714,714,,P,,,No,No,1+10D,1+10D,1+10D,1+10D,NA,NA,NA,""
658,General Purpose Code,Yes,,No,Yes,15-AUG-17,G,JAMAICA,JAMAICA,N,30-NOV-18,Active,510,"",Yes,876/658,876,,E,,510,No,Yes,10D,1+10D,10D,1+10D,NA,NA,NA,""
